icao24,origin_country,velocity,on_ground
ac5765,United States,218.24,False
a613e3,United States,51.35,False
ab6abf,United States,27.75,False
ad7760,United States,202.68,False
aaadf8,United States,288.6,False
a6bf5a,United States,220.32,False
a89c23,United States,0.0,True
c055d2,Canada,150.9,False
7cf659,Australia,1.03,True
7c801e,Australia,101.99,False
7cf658,Australia,0.0,True
39cf08,France,218.76,False
06a07f,Qatar,248.5,False
a4c0db,United States,96.19,False
a8ec03,United States,249.92,False
a01820,United States,170.26,False
3949e4,France,246.28,False
3949e5,France,289.02,False
a733e6,United States,73.5,False
a42f8b,United States,246.04,False
a1bc92,United States,263.4,False
c055e9,Canada,180.09,False
39cf10,France,249.56,False
c055f2,Canada,8.23,True
aca760,United States,191.4,False
ac578c,United States,0.9,True
3949f7,France,249.68,False
a77c11,United States,127.28,False
a8c9b8,United States,52.63,False
ad512d,United States,44.4,False
a65c29,United States,251.89,False
a54f80,United States,3.34,True
a3fc58,United States,122.06,False
a7a9c5,United States,257.59,False
7c8069,Australia,216.13,False
0d034a,Mexico,233.37,False
a24529,United States,0.0,True
aa03a2,United States,184.4,False
aa4c1a,United States,233.27,False
a24526,United States,0.0,True
407cd2,United Kingdom,294.17,False
ab249d,United States,158.81,False
a3b3e5,United States,187.26,False
a29eb6,United States,222.92,False
acdac6,United States,95.92,False
a0aed8,United States,208.09,False
86ddf0,Japan,189.99,False
a866bb,United States,117.15,False
e49b52,Brazil,219.06,False
aca79d,United States,61.91,False
a66f82,United States,47.89,False
a0051c,United States,195.4,False
e4a2b8,Brazil,138.8,False
0d0377,Mexico,2.31,True
a9618a,United States,225.93,False
aaf183,United States,176.07,False
a7cc00,United States,167.3,False
ad646e,United States,213.12,False
c068e3,Canada,6.69,True
a3a0ca,United States,140.31,False
ab7fb9,United States,222.5,False
a00597,United States,95.29,False
7c2ba6,Australia,124.12,False
a0f21e,United States,75.37,False
ac5920,United States,195.88,False
e4a394,Brazil,221.83,False
4406de,Austria,20.76,False
a4e840,United States,17.74,False
a98805,United States,86.44,False
780750,China,201.05,False
4b9e44,Turkey,224.04,False
aaafd8,United States,119.87,False
a28baa,United States,121.06,False
ab7fe6,United States,4.89,True
a54edf,United States,84.93,False
51016b,Belarus,259.92,False
a2eea2,United States,21.9,False
76b448,Singapore,83.9,False
adea89,United States,86.61,False
a36516,United States,247.7,False
a2452a,United States,109.71,False
a37842,United States,0.0,True
a35252,United States,257.43,False
ab3982,United States,251.02,False
a35254,United States,114.28,False
a8a3ce,United States,227.1,False
abbca1,United States,214.19,False
ab3989,United States,243.42,False
76b452,Singapore,237.77,False
4b9e4f,Turkey,136.16,False
76b454,Singapore,222.7,False
78076b,China,247.54,False
ab7fee,United States,110.73,False
4b9e4a,Turkey,199.02,False
8514d6,Japan,7.72,True
780780,China,215.94,False
c03261,Canada,233.22,False
e082d5,Argentina,231.5,False
ac3315,United States,73.48,False
aca948,United States,137.31,False
7c2baf,Australia,162.81,False
7c2bc6,Australia,51.44,True
a24573,United States,207.0,False
a12595,United States,273.8,False
a42ee9,United States,0.0,True
8514f8,Japan,79.74,True
a3c847,United States,257.19,False
a62825,United States,204.38,False
a41bb5,United States,254.89,False
aca94b,United States,133.98,False
7c2bb0,Australia,191.8,False
0ac98a,Colombia,10.29,False
abaa1a,United States,263.69,False
acca19,United States,268.36,False
a8553c,United States,240.62,False
ab11d8,United States,63.64,False
a97549,United States,50.86,False
a8553f,United States,200.17,False
abbd73,United States,259.33,False
a35283,United States,267.76,False
a3a27a,United States,0.0,True
a72232,United States,39.37,False
407f2b,United Kingdom,247.8,False
ac31d7,United States,237.03,False
aa9027,United States,122.26,False
a017a8,United States,113.23,False
7c80ae,Australia,125.06,False
abaa43,United States,187.28,False
ac7a52,United States,208.33,False
a8feaa,United States,59.46,False
a9c506,United States,200.93,False
a3524e,United States,225.69,False
ac7a5e,United States,195.5,False
ac7a65,United States,275.18,False
aaf1f2,United States,273.19,False
a9d830,United States,45.97,False
a91ea7,United States,256.85,False
8621ea,Japan,205.98,False
80138d,India,259.7,False
c0583f,Canada,296.71,False
a6bebf,United States,78.72,False
a5f52d,United States,266.96,False
abbd8d,United States,119.97,False
406c60,United Kingdom,251.5,False
c05858,Canada,196.39,False
a6152a,United States,84.37,False
c05857,Canada,209.26,False
80139b,India,155.45,False
80139e,India,235.8,False
adea26,United States,273.52,False
510116,Belarus,207.63,False
a65bab,United States,95.47,False
a84200,United States,205.6,False
840944,Japan,222.71,False
a7debf,United States,0.0,True
c88098,Fiji,205.42,False
0ac91d,Colombia,57.0,False
c88092,Fiji,149.19,False
a8b805,United States,284.66,False
a65bbc,United States,225.81,False
a3a263,United States,63.79,False
c8809d,Fiji,153.97,False
c8809c,Fiji,225.74,False
c0584f,Canada,204.95,False
7c80f6,Australia,143.74,False
a5e229,United States,180.28,False
a72213,United States,252.91,False
a8683d,United States,53.22,False
e49a97,Brazil,215.33,False
a27a2d,United States,250.42,False
a3b4b5,United States,152.57,False
a231a6,United States,7.72,True
7819ec,China,233.69,False
a231c1,United States,50.94,False
c030fd,Canada,231.01,False
a39a13,United States,0.9,True
7806bf,China,173.71,False
a3b4c8,United States,125.87,False
c82b0c,New Zealand,47.43,False
e4a1d8,Brazil,224.04,False
a627d1,United States,238.62,False
406ade,United Kingdom,0.9,True
c82b16,New Zealand,254.36,False
e49a86,Brazil,181.94,False
a614ab,United States,120.27,False
ac57af,United States,0.0,True
e09651,Argentina,257.18,False
407f19,United Kingdom,0.0,True
a0190c,United States,28.1,False
abbd0a,United States,258.6,False
a231da,United States,182.64,False
86351c,Japan,179.55,False
a8557a,United States,105.74,False
a27a83,United States,48.97,False
7806fe,China,221.39,False
c030bb,Canada,220.14,False
a1aa4e,United States,154.42,False
a89bdd,United States,149.86,False
a471a8,United States,6.69,True
a1bd8c,United States,230.75,False
ab24cc,United States,102.23,False
ac57f9,United States,66.88,False
c030eb,Canada,217.68,False
abbd2a,United States,59.39,False
a364e7,United States,261.2,False
abbd2d,United States,4.89,True
84089d,Japan,63.89,False
acdd1b,United States,214.84,False
a90bdb,United States,225.45,False
a9d86c,United States,28.81,False
abaa0e,United States,187.2,False
a40a17,United States,79.12,False
a244fd,United States,55.24,False
a5e29d,United States,77.93,False
7cf6a4,Australia,6.69,True
ad64a7,United States,80.42,False
868ee4,Japan,63.3,False
a1bd6a,United States,148.12,False
a28d88,United States,79.01,False
886289,Thailand,236.54,False
a17fb5,United States,203.06,False
3c07fc,Germany,77.93,False
a25925,United States,84.72,False
71c517,Republic of Korea,221.58,False
886283,Thailand,194.32,False
71c516,Republic of Korea,240.97,False
a89d59,United States,283.51,False
c030a4,Canada,0.0,True
48c2a8,Poland,120.08,False
a471ec,United States,190.96,False
48c2a4,Poland,104.13,False
abbbae,United States,135.75,False
a12625,United States,210.19,False
a3c900,United States,244.18,False
71c504,Republic of Korea,124.7,False
aceebc,United States,70.49,False
a3c906,United States,209.38,False
71c509,Republic of Korea,207.01,False
a867f5,United States,36.1,False
71c500,Republic of Korea,219.98,False
a50900,United States,1.8,True
a721e0,United States,224.23,False
407da5,United Kingdom,114.58,False
a2dd9f,United States,195.68,False
a8ed0a,United States,42.68,False
a5e1e6,United States,63.63,False
a4c1fd,United States,112.43,False
71c532,Republic of Korea,174.91,False
a8a4a0,United States,183.42,False
71c534,Republic of Korea,197.42,False
a05fc0,United States,227.08,False
aaf260,United States,226.85,False
a2ca5d,United States,152.86,False
886293,Thailand,225.21,False
7c8126,Australia,47.04,False
71c525,Republic of Korea,248.09,False
a2efae,United States,204.63,False
ac325d,United States,43.78,False
7c3f03,Australia,142.85,False
a89d0a,United States,139.63,False
a5f4c6,United States,41.21,False
acdbec,United States,171.24,False
a1cfc2,United States,59.57,False
c069d8,Canada,2.57,True
406ac3,United Kingdom,78.77,False
aaf27c,United States,260.8,False
5113d3,Estonia,11.83,True
a614d7,United States,43.3,False
a9b27c,United States,219.54,False
ab129a,United States,232.56,False
ad526b,United States,227.17,False
a721a4,United States,185.16,False
ad526c,United States,7.2,True
a3a1dd,United States,225.7,False
7c8163,Australia,61.39,False
acdbee,United States,107.04,False
acdbef,United States,199.94,False
c056c6,Canada,0.9,True
adfbe0,United States,1.54,False
a43ea7,United States,192.45,False
ac8a7a,United States,265.58,False
a8fc72,United States,200.74,False
a12216,United States,56.07,False
aced8f,United States,0.06,True
a43ea3,United States,159.48,False
a05bd3,United States,80.06,False
71c596,Republic of Korea,180.9,False
abba6c,United States,210.2,False
a01567,United States,231.65,False
71c593,Republic of Korea,175.05,False
a18ee5,United States,22.13,False
a13541,United States,215.12,False
801408,India,165.19,False
801410,India,216.67,False
a8a0d9,United States,6.17,True
a05bde,United States,64.09,False
71c582,Republic of Korea,281.59,False
ad61de,United States,196.94,False
e4a247,Brazil,232.47,False
ac8a9c,United States,151.6,False
a3c514,United States,198.19,False
789206,China,0.0,True
a9e6cb,United States,6.69,True
a9f9fd,United States,50.93,False
a2b810,United States,147.87,False
789216,China,227.27,False
51138f,Estonia,12.86,True
a850dc,United States,133.36,False
789219,China,124.46,False
7c3fc3,Australia,107.7,False
789218,China,195.81,False
a9e6df,United States,218.2,False
a9d3af,United States,195.09,False
78921a,China,251.33,False
80142a,India,167.76,False
a996e1,United States,201.78,False
ac692a,United States,238.38,False
789228,China,217.54,False
71c553,Republic of Korea,259.68,False
a2fee9,United States,8.75,True
789237,China,0.06,True
71c556,Republic of Korea,199.77,False
a17bfe,United States,178.36,False
ab3639,United States,197.3,False
71c542,Republic of Korea,3.6,True
71c540,Republic of Korea,236.16,False
71c546,Republic of Korea,129.95,False
789249,China,1.8,True
a7ef4b,United States,271.21,False
ac694f,United States,192.95,False
80140b,India,261.2,False
801420,India,6.43,True
71c579,Republic of Korea,190.63,False
71c577,Republic of Korea,281.05,False
80140e,India,226.48,False
0d0655,Mexico,76.38,False
acffb4,United States,233.48,False
a2685b,United States,191.06,False
a876fe,United States,66.88,False
ad1fbc,United States,141.05,False
ad8935,United States,183.75,False
ab8fee,United States,112.74,False
ac9cb1,United States,6.71,False
801432,India,202.13,False
789267,China,208.45,False
ad1fc8,United States,215.59,False
71c563,Republic of Korea,203.86,False
71c568,Republic of Korea,201.89,False
789268,China,255.68,False
a0158b,United States,265.46,False
8622ae,Japan,178.6,False
4cc4c5,Iceland,234.52,False
7c81de,Australia,119.07,False
a8c840,United States,4.12,True
7c2d9b,Australia,31.8,False
ad87aa,United States,207.93,False
a4955d,United States,147.69,False
a6cec4,United States,157.44,False
e0958e,Argentina,6.94,True
e0958f,Argentina,225.74,False
a75864,United States,46.24,False
adb29f,United States,243.94,False
a74535,United States,271.38,False
a7eeca,United States,31.82,False
acda02,United States,198.8,False
a1226e,United States,5.66,True
a8785b,United States,5.66,True
801464,India,221.23,False
7c81e0,Australia,19.55,True
a43eec,United States,197.39,False
a43eea,United States,256.26,False
801461,India,232.32,False
a99824,United States,199.66,False
ab34ea,United States,152.86,False
a12275,United States,54.37,False
a43eed,United States,207.34,False
801460,India,7.2,True
a2ebbd,United States,207.66,False
a30bce,United States,208.76,False
aced23,United States,235.18,False
ac67fc,United States,237.18,False
a73220,United States,146.2,False
ad0d3c,United States,212.25,False
aaad6d,United States,275.71,False
aa295d,United States,101.91,False
abba43,United States,270.27,False
a79ea8,United States,245.97,False
ac41ab,United States,203.95,False
a79ea0,United States,81.63,False
c06824,Canada,28.71,False
a3c549,United States,267.11,False
aaad8f,United States,72.54,False
a6ceb8,United States,58.17,False
e4a202,Brazil,236.1,False
780838,China,91.6,False
a9d3f9,United States,190.56,False
ac41ce,United States,229.03,False
a3c54f,United States,0.0,True
78082e,China,170.32,False
a3d890,United States,240.31,False
ac8a66,United States,272.84,False
acda41,United States,168.71,False
a36279,United States,209.36,False
ac4279,United States,230.21,False
8a0260,Indonesia,198.6,False
a30d18,United States,197.75,False
a04a49,United States,9.77,True
c040e8,Canada,8.23,True
a134d5,United States,0.0,True
0d04df,Mexico,210.26,False
a30d04,United States,271.81,False
873028,Japan,250.43,False
a147d1,United States,7.2,True
06a1cb,Qatar,232.13,False
e4a0aa,Brazil,99.69,False
a001a4,United States,227.52,False
06a1e7,Qatar,275.48,False
06a1e8,Qatar,287.21,False
a027fa,United States,195.39,False
a54d23,United States,45.1,False
a147e4,United States,80.62,False
a0ad1d,United States,206.12,False
a54d1d,United States,45.92,False
a87898,United States,219.79,False
c066fb,Canada,133.44,False
4bb846,Turkey,238.05,False
a28a53,United States,104.02,False
a7dbaa,United States,244.61,False
a28a2c,United States,221.24,False
4bb853,Turkey,1.15,False
ab34a6,United States,228.52,False
7c81b0,Australia,50.63,False
ab34a7,United States,126.79,False
a04a4d,United States,197.75,False
a387f0,United States,208.09,False
a98539,United States,202.28,False
aa1568,United States,215.22,False
a6127b,United States,33.45,False
a3d7a7,United States,198.67,False
a17d6c,United States,206.45,False
862338,Japan,143.06,False
a6bbef,United States,228.14,False
a254d6,United States,268.27,False
aa01b3,United States,204.32,False
acb82e,United States,234.09,False
4cc52b,Iceland,249.98,False
789275,China,6.43,True
a2da60,United States,201.26,False
a744b3,United States,208.07,False
ad8835,United States,216.55,False
ad8836,United States,240.68,False
c066b6,Canada,262.04,False
ac4210,United States,166.6,False
a361d7,United States,3.6,True
78926a,China,279.02,False
789288,China,115.83,False
a481aa,United States,273.29,False
a997cc,United States,249.31,False
4cc547,Iceland,199.27,False
789280,China,238.84,False
789284,China,128.76,False
c066dd,Canada,206.53,False
c82a80,New Zealand,71.01,False
8515c4,Japan,9.26,True
78927f,China,105.94,False
4cc50e,Iceland,181.88,False
4bb867,Turkey,247.7,False
4cc50f,Iceland,227.21,False
c066f8,Canada,191.96,False
789298,China,7.2,True
789291,China,255.31,False
c066f0,Canada,221.4,False
ad8857,United States,103.5,False
a2ed5a,United States,231.94,False
4bb874,Turkey,221.61,False
a361b6,United States,121.88,False
c053b4,Canada,168.88,False
a1ba59,United States,116.37,False
a30d6b,United States,179.64,False
4bb86c,Turkey,233.94,False
adc531,United States,219.31,False
a9d59a,United States,115.23,False
4cc581,Iceland,0.0,True
78929a,China,199.27,False
78929b,China,2.06,True
78929d,China,240.95,False
a481fd,United States,56.16,False
a00318,United States,63.78,False
ad8895,United States,199.52,False
4cc578,Iceland,102.5,False
504e87,Republic of Moldova,254.24,False
45ce49,Denmark,212.47,False
acb878,United States,109.12,False
a13608,United States,216.89,False
